user_id,variant,primary_scenario,retention_7d
user_1180,treatment,writing,0
user_1181,treatment,coding,1
user_1182,treatment,general,0
user_1183,treatment,general,0
user_1184,treatment,writing,0
user_1185,treatment,coding,1
user_1186,treatment,general,0
user_1187,control,writing,0
user_1188,control,coding,0
user_1189,treatment,general,1
user_1190,control,general,0
user_1191,control,writing,1
user_1192,control,coding,0
user_1193,treatment,coding,1
user_1194,treatment,general,1
user_1195,control,general,1
user_1196,treatment,general,1
user_1197,control,coding,0
user_1198,control,writing,0
user_1199,control,writing,1
user_1200,control,coding,1
user_1201,treatment,writing,1
user_1202,treatment,general,0
user_1203,treatment,writing,1
user_1204,control,writing,1
user_1205,treatment,writing,0
user_1206,control,general,0
user_1207,treatment,coding,0
user_1208,control,general,0
user_1209,control,coding,0
user_1210,control,coding,1
user_1211,treatment,coding,1
user_1212,treatment,writing,1
user_1213,treatment,writing,1
user_1214,treatment,coding,1
user_1215,control,coding,1
user_1216,treatment,writing,0
user_1217,treatment,general,1
user_1218,control,coding,1
user_1219,control,general,1
user_1220,control,writing,1
user_1221,treatment,coding,1
user_1222,control,general,1
user_1223,control,general,0
user_1224,control,general,1
user_1225,treatment,writing,0
user_1226,control,writing,1
user_1227,treatment,general,1
user_1228,treatment,general,1
user_1229,control,writing,0
user_1230,control,general,1
user_1231,treatment,general,0
user_1232,control,writing,1
user_1233,control,general,0
user_1234,treatment,general,1
user_1235,treatment,general,1
user_1236,control,writing,1
user_1237,treatment,general,1
user_1238,control,writing,1
user_1239,control,writing,1
user_1240,control,coding,1
user_1241,treatment,coding,1
user_1242,control,general,1
user_1243,control,writing,1
user_1244,control,coding,0
user_1245,treatment,general,0
user_1246,treatment,coding,1
user_1247,treatment,coding,1
user_1248,treatment,writing,0
user_1249,treatment,writing,0
user_1250,control,coding,0
user_1251,treatment,coding,1
user_1252,treatment,writing,1
user_1253,treatment,general,1
user_1254,control,writing,1
user_1255,treatment,coding,1
user_1256,treatment,general,0
user_1257,control,coding,1
user_1258,treatment,general,0
user_1259,control,coding,1
user_1260,control,general,0
user_1261,control,general,1
user_1262,control,coding,0
user_1263,control,general,0
user_1264,treatment,writing,1
user_1265,control,coding,0
user_1266,control,writing,1
user_1267,treatment,coding,1
user_1268,control,general,0
user_1269,treatment,general,1
user_1270,treatment,general,1
user_1271,treatment,coding,0
user_1272,control,writing,1
user_1273,control,writing,0
user_1274,control,coding,0
user_1275,treatment,coding,1
user_1276,control,writing,1
user_1277,control,writing,0
user_1278,control,writing,0
user_1279,treatment,writing,1
user_1280,treatment,coding,1
user_1281,control,coding,0
user_1282,control,general,1
user_1283,control,writing,1
user_1284,control,general,0
user_1285,treatment,coding,1
user_1286,treatment,coding,1
user_1287,treatment,general,1
user_1288,treatment,writing,1
user_1289,control,writing,0
user_1290,control,writing,1
user_1291,control,writing,1
user_1292,treatment,general,1
user_1293,control,general,0
user_1294,treatment,coding,1
user_1295,treatment,writing,1
user_1296,control,writing,1
user_1297,control,writing,0
user_1298,control,general,1
user_1299,treatment,writing,1
user_1300,control,general,1
user_1301,treatment,writing,0
user_1302,control,writing,1
user_1303,treatment,coding,0
user_1304,treatment,writing,0
user_1305,control,writing,0
user_1306,treatment,coding,1
user_1307,treatment,general,1
user_1308,control,general,0
user_1309,treatment,writing,1
user_1310,control,general,0
user_1311,treatment,writing,0
user_1312,control,coding,1
user_1313,control,coding,0
user_1314,treatment,writing,0
user_1315,treatment,coding,0
user_1316,treatment,coding,0
user_1317,treatment,writing,1
user_1318,treatment,writing,1
user_1319,control,coding,0
user_1320,treatment,general,0
user_1321,control,general,0
user_1322,control,writing,1
user_1323,treatment,writing,0
user_1324,control,general,1
user_1325,control,coding,1
user_1326,control,general,1
user_1327,control,general,0
user_1328,treatment,general,1
user_1329,control,general,1
user_1330,treatment,writing,1
user_1331,treatment,writing,0
user_1332,control,coding,1
user_1333,treatment,coding,0
user_1334,treatment,coding,1
user_1335,treatment,coding,0
user_1336,control,general,1
user_1337,treatment,writing,0
user_1338,treatment,writing,0
user_1339,treatment,coding,1
user_1340,control,coding,1
user_1341,treatment,general,1
user_1342,control,general,1
user_1343,control,coding,1
user_1344,control,writing,1
user_1345,control,writing,0
user_1346,control,writing,1
user_1347,control,coding,0
user_1348,treatment,writing,0
user_1349,control,general,0
user_1350,treatment,general,1
user_1351,treatment,coding,0
user_1352,control,general,0
user_1353,treatment,coding,0
user_1354,treatment,writing,0
user_1355,treatment,writing,0
user_1356,treatment,writing,1
user_1357,control,general,1
user_1358,treatment,coding,1
user_1359,control,writing,1
user_1360,treatment,coding,1
user_1361,treatment,writing,0
user_1362,control,general,1
user_1363,treatment,general,0
user_1364,treatment,coding,1
user_1365,treatment,general,0
user_1366,control,general,1
user_1367,treatment,coding,1
user_1368,control,writing,1
user_1369,treatment,general,0
user_1370,control,coding,1
user_1371,control,general,0
user_1372,treatment,general,1
user_1373,treatment,general,1
user_1374,control,general,1
user_1375,control,coding,1
user_1376,treatment,coding,1
user_1377,control,coding,1
user_1378,treatment,general,0
user_1379,treatment,general,0
user_1380,treatment,general,1
user_1381,treatment,coding,1
user_1382,control,general,1
user_1383,treatment,writing,0
user_1384,control,general,1
user_1385,treatment,writing,0
user_1386,control,general,0
user_1387,treatment,coding,1
user_1388,control,general,0
user_1389,control,writing,1
user_1390,treatment,writing,0
user_1391,treatment,general,1
user_1392,treatment,writing,0
user_1393,treatment,writing,0
user_1394,control,coding,0
user_1395,treatment,general,0
user_1396,control,general,1
user_1397,control,general,1
user_1398,treatment,writing,1
user_1399,control,general,1
user_1400,control,general,1
user_1401,control,coding,0
user_1402,control,coding,0
user_1403,treatment,coding,1
user_1404,treatment,writing,1
user_1405,treatment,general,0
user_1406,treatment,coding,0
user_1407,control,coding,0
user_1408,control,coding,1
user_1409,treatment,general,1
user_1410,treatment,general,1
user_1411,treatment,general,1
user_1412,control,writing,0
user_1413,treatment,writing,0
user_1414,treatment,coding,1
user_1415,treatment,general,1
user_1416,control,coding,1
user_1417,control,general,1
user_1418,control,general,1
user_1419,control,general,0
user_1420,control,writing,1
user_1421,control,writing,1
user_1422,control,general,0
user_1423,control,coding,1
user_1424,treatment,general,1
user_1425,treatment,general,1
user_1426,control,coding,1
user_1427,control,general,1
user_1428,treatment,coding,1
user_1429,control,writing,1
user_1430,control,writing,1
user_1431,control,coding,1
user_1432,treatment,writing,0
user_1433,treatment,writing,1
user_1434,treatment,coding,1
user_1435,treatment,writing,1
user_1436,treatment,general,1
user_1437,control,general,0
user_1438,treatment,coding,0
user_1439,control,writing,0
user_1440,control,general,0
user_1441,treatment,general,1
user_1442,treatment,writing,1
user_1443,control,writing,0
user_1444,control,general,1
user_1445,control,general,0
user_1446,treatment,coding,1
user_1447,treatment,coding,1
user_1448,treatment,general,1
user_1449,treatment,coding,1
user_1450,treatment,general,1
user_1451,control,general,1
user_1452,treatment,coding,1
user_1453,control,coding,0
user_1454,control,writing,0
user_1455,control,writing,1
user_1456,treatment,writing,0
user_1457,treatment,general,1
user_1458,treatment,coding,0
user_1459,control,general,1
user_1460,control,coding,1
user_1461,control,general,0
user_1462,control,writing,0
user_1463,control,writing,1
user_1464,control,writing,0
user_1465,treatment,general,1
user_1466,treatment,coding,1
user_1467,treatment,coding,1
user_1468,treatment,writing,1
user_1469,control,writing,1
user_1470,control,writing,1
user_1471,treatment,writing,0
user_1472,control,coding,0
user_1473,treatment,general,1
user_1474,treatment,general,1
user_1475,treatment,general,0
user_1476,control,general,0
user_1477,treatment,writing,0
user_1478,treatment,writing,0
user_1479,treatment,writing,1
user_1480,control,general,0
user_1481,control,writing,0
user_1482,treatment,writing,0
user_1483,control,coding,1
user_1484,control,coding,0
user_1485,control,writing,1
user_1486,control,coding,1
user_1487,control,coding,0
user_1488,control,writing,1
user_1489,control,writing,0
user_1490,control,writing,1
user_1491,control,writing,1
user_1492,control,general,0
user_1493,treatment,general,1
user_1494,treatment,writing,0
user_1495,control,coding,1
user_1496,treatment,writing,0
user_1497,treatment,writing,1
user_1498,control,coding,0
user_1499,control,general,1
user_1500,control,writing,0
user_1501,treatment,writing,0
user_1502,treatment,general,1
user_1503,control,general,1
user_1504,control,coding,0
user_1505,control,general,0
user_1506,treatment,general,1
user_1507,treatment,general,0
user_1508,treatment,coding,1
user_1509,treatment,general,0
user_1510,control,general,0
user_1511,control,coding,1
user_1512,control,general,1
user_1513,control,general,1
user_1514,treatment,coding,1
user_1515,treatment,writing,0
user_1516,control,coding,0
user_1517,control,general,0
user_1518,treatment,general,0
user_1519,control,general,1
user_1520,treatment,coding,0
user_1521,control,general,0
user_1522,control,general,1
user_1523,control,coding,0
user_1524,control,writing,1
user_1525,control,writing,0
user_1526,control,general,0
user_1527,control,coding,0
user_1528,treatment,general,0
user_1529,treatment,coding,0
user_1530,treatment,coding,1
user_1531,treatment,writing,0
user_1532,treatment,writing,0
user_1533,control,coding,1
user_1534,control,general,0
user_1535,treatment,writing,1
user_1536,control,general,1
user_1537,treatment,writing,1
user_1538,treatment,writing,0
user_1539,control,general,1
user_1540,control,writing,1
user_1541,control,writing,0
user_1542,treatment,general,0
user_1543,control,writing,1
user_1544,treatment,writing,0
user_1545,treatment,writing,0
user_1546,treatment,general,1
user_1547,control,coding,1
user_1548,control,general,0
user_1549,treatment,coding,0
user_1550,control,writing,1
user_1551,control,coding,1
user_1552,control,general,0
user_1553,treatment,general,0
user_1554,treatment,writing,0
user_1555,control,coding,0
user_1556,treatment,writing,0
user_1557,control,writing,0
user_1558,control,general,1
user_1559,control,coding,0
user_1560,control,coding,0
user_1561,treatment,coding,1
user_1562,treatment,coding,0
user_1563,treatment,writing,1
user_1564,control,writing,1
user_1565,control,general,0
user_1566,control,writing,0
user_1567,treatment,writing,1
user_1568,control,general,0
user_1569,treatment,general,1
user_1570,treatment,general,0
user_1571,treatment,writing,0
user_1572,treatment,writing,1
user_1573,treatment,general,0
user_1574,treatment,general,1
user_1575,control,general,0
user_1576,control,writing,0
user_1577,treatment,writing,1
user_1578,treatment,coding,0
user_1579,control,writing,0
user_1580,treatment,writing,0
user_1581,treatment,writing,1
user_1582,control,general,1
user_1583,treatment,writing,0
user_1584,treatment,general,1
user_1585,treatment,coding,1
user_1586,control,coding,1
user_1587,control,general,1
user_1588,control,general,0
user_1589,treatment,general,0
user_1590,treatment,writing,0
user_1591,control,coding,0
user_1592,treatment,general,1
user_1593,treatment,writing,1
user_1594,treatment,coding,1
user_1595,treatment,writing,0
user_1596,treatment,coding,1
user_1597,control,writing,0
user_1598,treatment,coding,1
user_1599,control,coding,1
user_1600,treatment,writing,0
user_1601,control,general,1
user_1602,treatment,coding,1
user_1603,control,general,0
user_1604,treatment,writing,0
user_1605,control,general,0
user_1606,treatment,general,1
user_1607,control,general,0
user_1608,treatment,general,0
user_1609,control,general,1
user_1610,control,coding,0
user_1611,treatment,coding,1
user_1612,treatment,coding,1
user_1613,control,writing,0
user_1614,treatment,general,1
user_1615,control,coding,1
user_1616,control,writing,0
user_1617,control,coding,0
user_1618,treatment,coding,1
user_1619,control,general,0
user_1620,control,writing,1
user_1621,treatment,general,1
user_1622,treatment,general,1
user_1623,treatment,coding,1
user_1624,treatment,general,1
user_1625,control,writing,1
user_1626,control,general,1
user_1627,control,general,0
user_1628,control,general,1
user_1629,treatment,coding,1
user_1630,control,writing,1
user_1631,control,coding,0
user_1632,treatment,coding,1
user_1633,control,coding,1
user_1634,control,coding,1
user_1635,control,coding,1
user_1636,control,writing,1
user_1637,control,general,0
user_1638,control,coding,0
user_1639,treatment,coding,1
user_1640,treatment,writing,0
user_1641,control,writing,0
user_1642,control,general,1
user_1643,treatment,writing,0
user_1644,control,general,0
user_1645,control,coding,0
user_1646,control,coding,1
user_1647,treatment,general,0
user_1648,control,writing,1
user_1649,treatment,general,1
user_1650,control,writing,1
user_1651,treatment,coding,1
user_1652,treatment,writing,1
user_1653,control,general,1
user_1654,treatment,general,1
user_1655,control,coding,0
user_1656,treatment,writing,1
user_1657,control,writing,0
user_1658,control,writing,1
user_1659,treatment,coding,1
user_1660,control,writing,0
user_1661,control,general,0
user_1662,treatment,writing,0
user_1663,control,coding,0
user_1664,control,writing,0
user_1665,treatment,writing,1
user_1666,treatment,general,1
user_1667,control,writing,1
user_1668,control,general,1
user_1669,treatment,general,0
user_1670,treatment,coding,1
user_1671,control,general,0
user_1672,treatment,general,1
user_1673,control,coding,1
user_1674,control,general,1
user_1675,control,coding,0
user_1676,control,writing,0
user_1677,control,coding,1
user_1678,treatment,general,1
user_1679,treatment,coding,0
user_1680,treatment,general,0
user_1681,treatment,writing,1
user_1682,control,coding,0
user_1683,control,writing,0
user_1684,control,general,1
user_1685,control,general,1
user_1686,treatment,writing,0
user_1687,control,coding,0
user_1688,control,coding,1
user_1689,treatment,general,0
user_1690,treatment,writing,1
user_1691,treatment,writing,1
user_1692,treatment,coding,1
user_1693,control,coding,0
user_1694,control,coding,1
user_1695,treatment,writing,1
user_1696,control,coding,0
user_1697,control,coding,0
user_1698,control,general,1
user_1699,treatment,coding,1
user_1700,control,coding,0
user_1701,treatment,writing,0
user_1702,control,writing,1
user_1703,control,general,1
user_1704,control,coding,0
user_1705,treatment,general,0
user_1706,control,writing,1
user_1707,treatment,general,0
user_1708,treatment,writing,1
user_1709,treatment,general,1
user_1710,control,general,0
user_1711,control,coding,0
user_1712,control,general,0
user_1713,control,coding,1
user_1714,treatment,coding,0
user_1715,treatment,coding,0
user_1716,treatment,coding,0
user_1717,control,general,0
user_1718,treatment,writing,0
user_1719,control,writing,0
user_1720,treatment,writing,0
user_1721,control,general,0
user_1722,control,coding,1
user_1723,treatment,writing,1
user_1724,treatment,general,1
user_1725,treatment,coding,1
user_1726,treatment,writing,1
user_1727,control,coding,0
user_1728,treatment,writing,1
user_1729,treatment,writing,1
user_1730,treatment,writing,1
user_1731,control,coding,0
user_1732,control,general,1
user_1733,treatment,coding,1
user_1734,control,writing,1
user_1735,treatment,coding,1
user_1736,control,general,0
user_1737,control,coding,1
user_1738,control,general,1
user_1739,control,general,1
user_1740,treatment,coding,0
user_1741,treatment,writing,1
user_1742,treatment,general,1
user_1743,control,coding,1
user_1744,treatment,general,1
user_1745,treatment,writing,1
user_1746,treatment,coding,0
user_1747,control,coding,0
user_1748,control,coding,1
user_1749,control,writing,0
user_1750,treatment,general,1
user_1751,treatment,coding,1
user_1752,treatment,general,1
user_1753,control,general,1
user_1754,control,writing,0
user_1755,treatment,coding,1
user_1756,control,general,1
user_1757,control,coding,1
user_1758,control,coding,1
user_1759,control,writing,1
user_1760,treatment,coding,0
user_1761,control,coding,0
user_1762,control,general,0
user_1763,control,writing,0
user_1764,control,coding,1
user_1765,treatment,general,0
user_1766,treatment,writing,0
user_1767,control,writing,1
user_1768,control,general,1
user_1769,control,general,0
user_1770,control,general,0
user_1771,control,general,1
user_1772,control,general,1
user_1773,treatment,coding,0
user_1774,control,coding,0
user_1775,treatment,writing,1
user_1776,treatment,coding,1
user_1777,control,coding,0
user_1778,treatment,coding,0
user_1779,treatment,general,1
user_1780,treatment,writing,1
user_1781,treatment,writing,0
user_1782,treatment,writing,1
user_1783,treatment,writing,1
user_1784,control,coding,0
user_1785,treatment,coding,0
user_1786,treatment,general,1
user_1787,treatment,writing,1
user_1788,control,coding,0
user_1789,treatment,coding,1
user_1790,control,general,0
user_1791,treatment,general,1
user_1792,control,general,1
user_1793,control,coding,0
user_1794,treatment,coding,1
user_1795,treatment,general,1
user_1796,control,writing,0
user_1797,treatment,general,0
user_1798,control,general,1
user_1799,control,general,0
user_1800,control,general,1
user_1801,control,coding,1
user_1802,control,writing,0
user_1803,treatment,general,0
user_1804,control,writing,1
user_1805,control,writing,1
user_1806,treatment,writing,1
user_1807,control,general,0
user_1808,treatment,coding,0
user_1809,treatment,general,0
user_1810,treatment,writing,0
user_1811,control,writing,1
user_1812,control,coding,0
user_1813,control,general,1
user_1814,treatment,writing,1
user_1815,control,coding,0
user_1816,treatment,writing,0
user_1817,control,coding,1
user_1818,treatment,coding,1
user_1819,control,general,0
user_1820,control,writing,0
user_1821,control,general,0
user_1822,treatment,writing,0
user_1823,treatment,general,1
user_1824,control,writing,0
user_1825,control,general,1
user_1826,treatment,coding,1
user_1827,treatment,writing,0
user_1828,treatment,writing,0
user_1829,control,coding,1
user_1830,treatment,general,1
user_1831,control,writing,0
user_1832,treatment,writing,0
user_1833,control,general,1
user_1834,treatment,coding,0
user_1835,treatment,general,0
user_1836,treatment,general,0
user_1837,treatment,general,0
user_1838,treatment,writing,0
user_1839,control,coding,1
user_1840,treatment,coding,1
user_1841,treatment,general,0
user_1842,treatment,writing,1
user_1843,control,general,1
user_1844,treatment,writing,0
user_1845,control,writing,0
user_1846,treatment,writing,1
user_1847,treatment,writing,1
user_1848,control,coding,1
user_1849,treatment,writing,0
user_1850,control,writing,1
user_1851,control,general,1
user_1852,treatment,general,0
user_1853,control,coding,1
user_1854,treatment,general,1
user_1855,treatment,writing,1
user_1856,control,general,1
user_1857,control,coding,1
user_1858,control,general,0
user_1859,control,general,0
user_1860,treatment,coding,0
user_1861,treatment,coding,1
user_1862,control,writing,1
user_1863,treatment,general,1
user_1864,treatment,writing,0
user_1865,treatment,general,0
user_1866,treatment,general,0
user_1867,control,writing,0
user_1868,control,general,0
user_1869,treatment,general,0
user_1870,control,general,0
user_1871,control,coding,1
user_1872,control,writing,0
user_1873,treatment,coding,1
user_1874,treatment,writing,1
user_1875,treatment,writing,1
user_1876,control,general,0
user_1877,treatment,writing,1
user_1878,treatment,coding,1
user_1879,control,coding,0
user_1880,treatment,coding,0
user_1881,treatment,writing,1
user_1882,control,coding,1
user_1883,control,writing,0
user_1884,control,coding,0
user_1885,treatment,coding,1
user_1886,treatment,writing,1
user_1887,treatment,coding,0
user_1888,control,general,1
user_1889,control,writing,1
user_1890,treatment,writing,0
user_1891,treatment,writing,0
user_1892,control,general,0
user_1893,control,writing,0
user_1894,control,coding,0
user_1895,control,coding,1
user_1896,treatment,coding,1
user_1897,control,writing,1
user_1898,treatment,coding,1
user_1899,treatment,writing,1
user_1900,treatment,coding,1
user_1901,control,general,1
user_1902,control,general,0
user_1903,control,general,1
user_1904,control,general,1
user_1905,treatment,writing,0
user_1906,control,coding,0
user_1907,control,general,0
user_1908,treatment,writing,1
user_1909,control,general,1
user_1910,treatment,general,0
user_1911,treatment,writing,0
user_1912,treatment,writing,0
user_1913,treatment,coding,0
user_1914,treatment,coding,1
user_1915,treatment,general,0
user_1916,treatment,general,0
user_1917,treatment,coding,1
user_1918,control,coding,1
user_1919,control,writing,0
user_1920,control,coding,1
user_1921,control,coding,0
user_1922,treatment,general,0
user_1923,control,coding,0
user_1924,treatment,general,1
user_1925,control,coding,1
user_1926,control,writing,0
user_1927,control,coding,1
user_1928,treatment,coding,1
user_1929,control,coding,1
user_1930,treatment,general,1
user_1931,treatment,writing,1
user_1932,control,coding,0
user_1933,control,general,0
user_1934,control,writing,0
user_1935,treatment,general,0
user_1936,control,general,0
user_1937,treatment,writing,1
user_1938,treatment,coding,0
user_1939,control,general,0
user_1940,control,general,1
user_1941,treatment,coding,1
user_1942,treatment,coding,1
user_1943,treatment,writing,1
user_1944,control,writing,1
user_1945,treatment,writing,1
user_1946,control,coding,0
user_1947,treatment,general,1
user_1948,treatment,general,1
user_1949,control,writing,1
user_1950,treatment,coding,1
user_1951,control,general,1
user_1952,control,writing,0
user_1953,treatment,general,1
user_1954,control,general,0
user_1955,control,coding,0
user_1956,treatment,coding,1
user_1957,control,general,1
user_1958,control,writing,1
user_1959,control,coding,1
user_1960,treatment,general,1
user_1961,control,coding,0
user_1962,treatment,coding,0
user_1963,treatment,coding,1
user_1964,control,general,1
user_1965,control,writing,0
user_1966,control,writing,0
user_1967,treatment,writing,1
user_1968,control,coding,0
user_1969,control,general,1
user_1970,control,coding,1
user_1971,control,writing,0
user_1972,control,writing,0
user_1973,treatment,general,0
user_1974,treatment,coding,0
user_1975,control,writing,0
user_1976,control,general,1
user_1977,control,coding,0
user_1978,control,coding,0
user_1979,treatment,writing,0
user_1980,control,writing,0
user_1981,treatment,coding,1
user_1982,treatment,coding,0
user_1983,control,writing,0
user_1984,treatment,coding,1
user_1985,treatment,writing,0
user_1986,treatment,coding,0
user_1987,treatment,writing,1
user_1988,control,general,0
user_1989,control,writing,0
user_1990,treatment,writing,0
user_1991,control,general,0
user_1992,control,coding,0
user_1993,control,general,0
user_1994,control,writing,0
user_1995,control,coding,1
user_1996,treatment,general,1
user_1997,control,coding,1
user_1998,control,coding,1
user_1999,control,general,1
user_2000,control,coding,0
user_2001,treatment,general,1
user_2002,treatment,writing,0
user_2003,treatment,coding,0
user_2004,treatment,writing,0
user_2005,control,writing,1
user_2006,treatment,coding,0
user_2007,control,general,0
user_2008,control,coding,1
user_2009,control,writing,0
user_2010,control,writing,0
user_2011,control,general,0
user_2012,treatment,coding,1
user_2013,treatment,writing,1
user_2014,treatment,writing,0
user_2015,treatment,writing,0
user_2016,control,general,1
user_2017,treatment,writing,1
user_2018,control,writing,0
user_2019,treatment,coding,0
user_2020,control,coding,1
user_2021,control,writing,0
user_2022,treatment,writing,0
user_2023,control,coding,0
user_2024,control,general,1
user_2025,treatment,general,0
user_2026,control,general,1
user_2027,treatment,general,1
user_2028,treatment,general,1
user_2029,treatment,general,1
user_2030,control,general,0
user_2031,control,general,1
user_2032,control,coding,1
user_2033,treatment,general,1
user_2034,control,general,0
user_2035,treatment,general,1
user_2036,treatment,writing,0
user_2037,control,coding,0
user_2038,treatment,coding,1
user_2039,control,coding,0
user_2040,control,general,0
user_2041,control,general,0
user_2042,control,writing,0
user_2043,control,coding,1
user_2044,treatment,general,1
user_2045,treatment,coding,0
user_2046,treatment,writing,0
user_2047,control,writing,0
user_2048,control,writing,0
user_2049,control,coding,0
user_2050,treatment,general,0
user_2051,control,general,0
user_2052,treatment,writing,1
user_2053,treatment,general,0
user_2054,control,writing,1
user_2055,control,coding,1
user_2056,treatment,writing,1
user_2057,control,coding,0
user_2058,treatment,writing,1
user_2059,control,general,0
user_2060,control,general,0
user_2061,treatment,writing,0
user_2062,control,general,1
user_2063,treatment,general,0
user_2064,control,general,0
user_2065,treatment,coding,0
user_2066,treatment,general,1
user_2067,control,coding,0
user_2068,treatment,writing,0
user_2069,control,general,0
user_2070,control,general,0
user_2071,control,general,1
user_2072,treatment,writing,1
user_2073,treatment,coding,1
user_2074,control,coding,0
user_2075,control,general,1
user_2076,treatment,writing,1
user_2077,control,writing,0
user_2078,control,writing,0
user_2079,treatment,writing,1
user_2080,control,writing,1
user_2081,treatment,coding,1
user_2082,control,coding,0
user_2083,treatment,coding,0
user_2084,control,general,0
user_2085,control,writing,1
user_2086,treatment,general,1
user_2087,control,writing,1
user_2088,treatment,coding,1
user_2089,control,general,0
user_2090,treatment,coding,0
user_2091,treatment,writing,0
user_2092,treatment,writing,0
user_2093,treatment,writing,0
user_2094,control,coding,0
user_2095,control,writing,0
user_2096,treatment,coding,0
user_2097,treatment,general,1
user_2098,treatment,writing,0
user_2099,control,writing,0
user_2100,control,writing,1
user_2101,control,general,1
user_2102,control,writing,0
user_2103,treatment,coding,1
user_2104,treatment,coding,0
user_2105,treatment,writing,0
user_2106,control,writing,1
user_2107,control,general,1
user_2108,control,general,1
user_2109,treatment,general,1
user_2110,treatment,writing,1
user_2111,control,general,1
user_2112,treatment,general,0
user_2113,control,coding,0
user_2114,control,general,0
user_2115,treatment,coding,1
user_2116,control,coding,1
user_2117,treatment,general,0
user_2118,control,coding,0
user_2119,treatment,writing,0
user_2120,treatment,writing,0
user_2121,treatment,general,0
user_2122,control,writing,1
user_2123,control,coding,0
user_2124,treatment,writing,0
user_2125,treatment,general,1
user_2126,control,general,1
user_2127,control,coding,1
user_2128,control,general,1
user_2129,treatment,writing,0
user_2130,control,general,1
user_2131,control,coding,0
user_2132,treatment,general,0
user_2133,control,writing,0
user_2134,control,coding,1
user_2135,control,writing,1
user_2136,treatment,coding,0
user_2137,treatment,general,0
user_2138,treatment,coding,1
user_2139,treatment,coding,1
user_2140,treatment,general,0
user_2141,treatment,writing,0
user_2142,treatment,general,1
user_2143,control,coding,0
user_2144,control,general,1
user_2145,treatment,coding,1
user_2146,control,general,0
user_2147,control,general,0
user_2148,treatment,writing,0
user_2149,control,coding,1
user_2150,control,writing,1
user_2151,control,coding,1
user_2152,control,general,0
user_2153,control,coding,1
user_2154,treatment,writing,0
user_2155,treatment,writing,0
user_2156,treatment,writing,1
user_2157,control,coding,1
user_2158,treatment,writing,1
user_2159,control,writing,1
user_2160,control,writing,0
user_2161,control,general,0
user_2162,control,general,1
user_2163,treatment,coding,1
user_2164,treatment,coding,1
user_2165,control,writing,1
user_2166,treatment,general,0
user_2167,control,writing,0
user_2168,treatment,writing,1
user_2169,treatment,general,0
user_2170,control,general,1
user_2171,treatment,general,1
user_2172,control,coding,0
user_2173,treatment,coding,1
user_2174,control,writing,0
user_2175,control,coding,0
user_2176,treatment,general,1
user_2177,treatment,general,1
user_2178,control,coding,1
user_2179,treatment,writing,0
user_2180,treatment,writing,1
user_2181,control,coding,1
user_2182,control,writing,0
user_2183,treatment,writing,1
user_2184,control,writing,1
user_2185,control,general,0
user_2186,control,general,1
user_2187,treatment,coding,1
user_2188,treatment,general,0
user_2189,control,writing,0
user_2190,treatment,general,0
user_2191,control,coding,0
user_2192,treatment,general,0
user_2193,control,writing,0
user_2194,control,writing,1
user_2195,treatment,coding,0
user_2196,control,general,0
user_2197,treatment,general,0
user_2198,treatment,general,1
user_2199,control,writing,1
user_2200,control,coding,0
user_2201,treatment,general,0
user_2202,control,writing,1
user_2203,control,writing,0
user_2204,control,writing,0
user_2205,control,general,0
user_2206,control,general,1
user_2207,treatment,general,1
user_2208,treatment,general,0
user_2209,control,general,1
user_2210,control,general,0
user_2211,control,general,1
user_2212,treatment,general,1
user_2213,control,general,0
user_2214,treatment,writing,1
user_2215,treatment,general,1
user_2216,treatment,coding,1
user_2217,control,writing,1
user_2218,treatment,general,1
user_2219,control,coding,1
user_2220,treatment,general,0
user_2221,control,coding,0
user_2222,treatment,coding,1
user_2223,control,coding,1
user_2224,treatment,coding,1
user_2225,control,writing,0
user_2226,control,writing,1
user_2227,control,coding,0
user_2228,control,general,1
user_2229,treatment,coding,1
user_2230,treatment,writing,0
user_2231,control,general,0
user_2232,treatment,writing,1
user_2233,control,writing,1
user_2234,control,general,1
user_2235,treatment,coding,1
user_2236,control,coding,0
user_2237,control,coding,0
user_2238,treatment,coding,1
user_2239,control,general,1
user_2240,control,general,1
user_2241,control,general,0
user_2242,control,writing,1
user_2243,treatment,general,1
user_2244,treatment,coding,0
user_2245,treatment,writing,0
user_2246,control,coding,0
user_2247,control,coding,0
user_2248,treatment,general,1
user_2249,control,general,1
user_2250,control,coding,0
user_2251,control,coding,0
user_2252,control,writing,1
user_2253,treatment,general,0
user_2254,treatment,writing,1
user_2255,treatment,writing,0
user_2256,control,writing,1
user_2257,treatment,coding,1
user_2258,treatment,writing,0
user_2259,control,writing,0
user_2260,control,coding,0
user_2261,treatment,general,1
user_2262,treatment,general,1
user_2263,treatment,writing,0
user_2264,treatment,coding,0
user_2265,control,general,1
user_2266,treatment,writing,1
user_2267,treatment,writing,1
user_2268,control,coding,0
user_2269,treatment,writing,1
user_2270,control,general,1
user_2271,control,coding,0
user_2272,control,general,1
user_2273,treatment,general,0
user_2274,treatment,general,0
user_2275,control,writing,1
user_2276,treatment,writing,0
user_2277,treatment,general,1
user_2278,control,general,0
user_2279,control,coding,1
user_2280,treatment,coding,0
user_2281,control,writing,1
user_2282,treatment,writing,0
user_2283,treatment,coding,1
user_2284,treatment,general,0
user_2285,treatment,writing,1
user_2286,control,general,0
user_2287,control,coding,0
user_2288,control,writing,1
